id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1438531182267736215,Room in Auzelg-Zurich,699909266,Leonardo,Kreis 12,Saatlen,47.41468,8.56736,Private room,72,1,37,2025-09-20,10.00,1,34,37,
1440002421641143798,Seefeldstrasse Room 28 Interim Homes Zürich,581481684,Guido,Kreis 8,Seefeld,47.35729,8.55325,Private room,,30,0,,,80,18,0,
1440002723454384308,Seefeldstrasse Room 29 Interim Homes Zürich,581481684,Guido,Kreis 8,Seefeld,47.35691,8.55347,Private room,49,30,0,,,80,114,0,
1440002971123979379,Seefeldstrasse Room 30 Interim Homes Zürich,581481684,Guido,Kreis 8,Seefeld,47.35859,8.55279,Private room,49,30,0,,,80,132,0,
1440489246939212641,Super central & spacious flat in vibrant area,69628407,Anja,Kreis 4,Werd,47.3721,8.52627,Entire home/apt,174,1,6,2025-09-13,1.78,1,64,6,
1440650120481999012,"Downtown Dream 3,5BR with Balcony and Style BA21",25291258,Nikolaos,Kreis 11,Oerlikon,47.40993881225586,8.54159927368164,Entire home/apt,115,1,9,2025-09-13,2.78,73,323,9,
1440672364573248346,Geräumige Wohnung Balkon & WLAN,366893533,Patrycja Daria,Kreis 8,Mühlebach,47.35704051584675,8.555119538564314,Entire home/apt,171,1,21,2025-09-21,5.89,1,217,21,
1441165402901063373,Lovely Room with Cats and good Vibes,569303674,Alexandra,Kreis 2,Wollishofen,47.34941722712037,8.533414248102114,Private room,130,1,0,,,1,88,0,
1441517498349064016,Charming Yogastudio,17580079,Joshua,Kreis 11,Seebach,47.42584276570652,8.548380489594757,Entire home/apt,102,2,2,2025-06-25,0.58,2,7,2,
1441808746343476952,Monatszimmer - Josephine's Guesthouse (WOMEN ONLY),387105321,Anja,Kreis 4,Langstrasse,47.37411,8.52959,Private room,59,30,0,,,4,228,0,
1441812429666920777,Monatszimmer für 2 - Josephine's (WOMEN ONLY),387105321,Anja,Kreis 4,Langstrasse,47.37528,8.53019,Private room,101,30,0,,,4,309,0,
1442026021017518705,Lovely Studio in Zurich,451811418,Lukas Andreas,Kreis 2,Enge,47.36036989999999,8.5246015,Entire home/apt,191,2,3,2025-07-22,1.00,11,0,3,
1442037556576722546,Comfortable stay in Zurich studio,451811418,Lukas Andreas,Kreis 2,Enge,47.36036989999999,8.5246015,Entire home/apt,191,2,1,2025-08-20,0.73,11,0,1,
1442579699356098796,Centre of Zurich Studio Flat,7521522,Tom,Kreis 4,Werd,47.371311461806336,8.529005572199821,Entire home/apt,90,7,0,,,1,225,0,
1442625864739365615,Room in Shared Flat Top Location,267604842,Kimi,Kreis 10,Wipkingen,47.396307235256764,8.522788310671885,Private room,70,8,0,,,1,75,0,
1442865032039361823,Habitación privada en Zürich HB,4319618,Ivan,Kreis 4,Langstrasse,47.37635,8.52271,Private room,52,3,25,2025-09-22,7.35,2,61,25,
1443322128997244864,Bright&Cozy apartment Wiedikon,54882585,Roelof,Kreis 3,Alt-Wiedikon,47.3645889372141,8.519948415344233,Entire home/apt,93,1,0,,,1,90,0,
1444690240973901183,B4r Studio,18715465,Joy,Kreis 8,Weinegg,47.36177,8.55934,Entire home/apt,144,2,7,2025-09-23,2.44,10,363,7,
1444941643530933692,"Blueground | Hochschulen, balcony, nr Zurich Lake",434204093,Blueground,Kreis 7,Hottingen,47.3672184,8.5522957,Entire home/apt,328,30,0,,,179,333,0,
1445435467790202592,Spacious room with terrace,521712207,Mia,Kreis 11,Affoltern,47.41984,8.50166,Private room,51,2,8,2025-09-05,2.79,2,81,8,
1445446022224279370,Simple 3BR Apt w/ Natural Light,1229459,Swissstay,Kreis 11,Seebach,47.4245677,8.5362375,Entire home/apt,94,1,10,2025-09-14,3.19,100,170,10,
1445496588877135734,"Warm, bright and cosy",701790741,Dimche,Kreis 7,Witikon,47.3555602,8.599674,Entire home/apt,122,10,1,2025-07-12,0.37,1,88,1,
1445715762929959303,Chalet Bohème - Stylish Cozy Loft & Rooftop,67925068,Watseka,Kreis 3,Sihlfeld,47.3702683,8.512756699999999,Entire home/apt,,3,2,2025-07-10,0.67,1,0,2,
1446238244472967101,Artist’s studio Chalet style,3922650,Geza,Kreis 1,Rathaus,47.37279362057475,8.545114949029616,Entire home/apt,194,1,3,2025-08-25,1.11,3,14,3,
1446262060634104927,Neu - Stadtwohnung im Herzen von Zürich,652190967,Maria Dolores,Kreis 4,Langstrasse,47.380719463527704,8.523253960647628,Entire home/apt,84,2,18,2025-09-23,6.21,1,10,18,
1446284703677689465,Cozy Zürich Getaway with Garden Access,650889510,Michael,Kreis 11,Seebach,47.4196641,8.555117,Private room,55,1,0,,,5,322,0,
1446333693466033418,"Spacious Zurich Apt, Huge Terrace & Views",699342955,Reisi,Kreis 3,Sihlfeld,47.3705523,8.514437100000002,Entire home/apt,215,2,4,2025-08-24,1.46,3,165,4,
1446371374617936541,"Basic & Cozy Zurich Studio , Central & Walkable",699342955,Reisi,Kreis 3,Sihlfeld,47.3705523,8.514437100000002,Entire home/apt,122,2,2,2025-08-17,0.75,3,173,2,
1446604295658632156,Stylish Solo Sanctuary in Central Zürich,522522064,Artem Vasilovic,Kreis 6,Unterstrass,47.3848,8.54328,Entire home/apt,120,1,4,2025-08-28,1.30,1,27,4,
1446981117719806548,Central but quiet 1BR apartment - Sun 6,23561865,Dimi,Kreis 6,Unterstrass,47.38199,8.54352,Entire home/apt,162,2,4,2025-07-24,1.45,133,0,4,
1447029301702112805,Private Room near Lake Zurich,41938222,Jean,Kreis 8,Mühlebach,47.35355,8.5597,Private room,84,3,1,2025-07-08,0.36,1,88,1,
1447046955686996562,Charmante 4.5-Wohnung im 8008,166640764,Kairbekova,Kreis 8,Weinegg,47.36052,8.5604,Entire home/apt,197,7,1,2025-08-17,0.68,1,63,1,
1447075954933337891,Nice 1BR near lake and very central - Hösch 13,23561865,Dimi,Kreis 8,Seefeld,47.35675,8.55277,Entire home/apt,201,2,9,2025-09-12,3.25,133,14,9,
1447620007041570974,Cozy Air Conditioned Apartment,382662760,Thomas,Kreis 3,Sihlfeld,47.37082014300083,8.509131553068796,Entire home/apt,145,2,3,2025-08-25,1.11,1,94,3,
1447888893765728477,Apartment neben Sadion,702448142,Sinnathurai,Kreis 9,Altstetten,47.38492,8.49431,Entire home/apt,,1,7,2025-09-15,2.26,1,0,7,
1448025420281323625,Stadtwohnung am Albisriederplatz,548356728,Aleksandra-,Kreis 3,Sihlfeld,47.37755579566287,8.49958274513483,Entire home/apt,195,1,1,2025-07-18,0.41,3,355,1,
1449205942855328642,2 rooms full apartment letzigrund,388025151,Riccardo,Kreis 9,Altstetten,47.38369984038749,8.502693880642553,Entire home/apt,121,10,0,,,1,332,0,
1449287838310935779,Quiet Room near Main Station,660053481,Jing,Kreis 3,Sihlfeld,47.37012,8.51167,Private room,59,2,1,2025-08-25,0.83,2,87,1,
1449843860547670668,"Sunny appartment with a view, ZH Center & Airport",96454357,Greta,Kreis 11,Affoltern,47.41428611809915,8.529620810358285,Entire home/apt,138,1,0,,,2,30,0,
1449852477872687401,Coliving im Herzen von Zürich,578024804,Michael,Kreis 1,Hochschulen,47.3791278,8.545091,Private room,,6,1,2025-08-30,1,3,0,1,
1449857409237644212,Coliving im Kreis 1 in Zürich,578024804,Michael,Kreis 1,Hochschulen,47.37913,8.54509,Private room,,6,4,2025-09-27,1.74,3,0,4,
1449886868380469552,Zentrales Zimmer in Zürich,3682856,Martina,Kreis 11,Oerlikon,47.4105643,8.531336999999999,Private room,68,1,10,2025-09-27,4.05,1,111,10,
1449977853718218145,Bright city centre apartment,13900046,Greta,Kreis 4,Werd,47.37035,8.5267,Entire home/apt,162,3,1,2025-09-01,1,1,49,1,
1450008235416364197,Cozy room in central Zurich,253335516,Vanessa Cheyenne,Kreis 6,Oberstrass,47.37759,8.5469,Private room,121,1,21,2025-09-25,6.56,1,355,21,
1450101847563874278,Furnished 2-room apartment,106501901,Adrian,Kreis 7,Hottingen,47.36986,8.5522,Entire home/apt,85,14,0,,,1,271,0,
1450498249890331625,"Blueground | Sihlfeld, balcony, nr Zürich Zoo",434204093,Blueground,Kreis 3,Sihlfeld,47.3702802,8.5113336,Entire home/apt,218,30,0,,,179,232,0,
1450535972951493201,Zimmer nahe Zürichsee,498028959,Alyssa,Kreis 2,Wollishofen,47.35157,8.52706,Private room,63,1,6,2025-09-18,3.16,1,348,6,
1450848974494137290,Central Studio five-min Zuri HB,222814543,Haoran,Kreis 1,Rathaus,47.37469,8.54338,Entire home/apt,124,1,4,2025-09-13,3.08,13,225,4,
1450925198537201842,Upgrade to charming flat,101365596,Fabienne,Kreis 1,Lindenhof,47.37268,8.54046,Entire home/apt,215,1,1,2025-06-26,0.31,2,355,1,
1450981179330874901,Penthouse in Lakeside Villa Küsnacht,43111694,Georgia,Kreis 2,Enge,47.3550954,8.5326632,Entire home/apt,,40,0,,,14,47,0,
1451283208742905750,Stylish apartment in Zurich,28166358,Panayotis,Kreis 11,Affoltern,47.41801,8.50556,Entire home/apt,,5,0,,,1,0,0,
1451588024531396699,Mitten Drin in Zürich's Nachtleben,363665187,Selami,Kreis 4,Langstrasse,47.37632392900811,8.526922474257136,Entire home/apt,141,1,19,2025-08-27,6.33,1,7,19,
1452125520712724382,•AAA•Luxury•Rooftop•Views•OldTown•BestLocation•AC•,520530873,Nora,Kreis 1,Lindenhof,47.37106569472761,8.541312898651388,Entire home/apt,843,2,14,2025-09-19,5.06,10,128,14,
1452230718239081549,Old town; Spacious & Comfortable,703698466,Alejandro,Kreis 1,Lindenhof,47.372793292660305,8.540203533273766,Entire home/apt,138,2,5,2025-09-16,1.81,1,90,5,
1452721423459209680,Habitación en zona animada,703824062,Sophia Santiago,Kreis 4,Langstrasse,47.37819,8.52631,Private room,81,1,0,,,1,269,0,
1452926273528496823,Beautiful apartment w/ city view,3387193,Dorothea,Kreis 6,Oberstrass,47.3839,8.55003,Private room,82,2,10,2025-09-12,3.66,3,59,10,
1453527386395245064,Cosy and stylish city apartment,704022037,Gina,Kreis 6,Unterstrass,47.39537,8.54189,Entire home/apt,,1,0,,,1,0,0,
1453713193829417416,Gemütliches Apartment in Zürich,86785287,Fanny,Kreis 2,Enge,47.35364,8.52776,Entire home/apt,99,1,0,,,1,82,0,
1453850694130036766,Cozy apartment City Center,204483937,Eleusis,Kreis 3,Sihlfeld,47.3725,8.51505,Entire home/apt,103,3,1,2025-07-13,0.38,1,11,1,
1454243414232625427,Haus mit Garten und Parkplatz,48459312,Line,Kreis 12,Schwamendingen-Mitte,47.40965785696802,8.572544100000016,Entire home/apt,182,5,0,,,1,74,0,
1455740352035129984,Affordable 3-Bed Flat Near Zürich Center,1229459,Swissstay,Kreis 11,Seebach,47.41641,8.547,Entire home/apt,300,1,2,2025-08-22,0.76,100,365,2,
1455741990835302730,"City Lights,  Zurich View Loft",669645270,Barry,Kreis 4,Werd,47.3693482,8.5280491,Entire home/apt,219,2,12,2025-09-13,4.44,2,76,12,
1455799895871349685,"appartement neuf, centre Zürich (lac & gare)",27777804,Laurent,Kreis 1,Rathaus,47.36859786282559,8.54518263862305,Entire home/apt,168,2,10,2025-09-21,3.90,1,207,10,
1456338942309278444,Azure Suite,4218000,Friedrich,Kreis 10,Wipkingen,47.39669,8.52588,Entire home/apt,215,1,9,2025-09-21,5.29,16,348,9,
1456383877249198804,Perfect Apartment for holidays,106017224,Carlota,Kreis 3,Alt-Wiedikon,47.369259818171265,8.514022039908658,Entire home/apt,350,4,0,,,1,88,0,
1456419656570660948,1.5-Zimmer-Wohnung im Glattpark,22763856,Jendrik,Kreis 11,Seebach,47.418,8.55975,Entire home/apt,90,10,0,,,1,121,0,
1456447444979033104,"Blueground | Alt-Wiedikon, balcony, nr Uetliberg",434204093,Blueground,Kreis 3,Alt-Wiedikon,47.36394,8.51842,Entire home/apt,523,30,0,,,179,365,0,
1456523295279254037,Central Penthouse in Zürich by the Lake,584997094,Omar,Kreis 2,Wollishofen,47.341552531056294,8.52969015557224,Entire home/apt,,1,8,2025-09-11,2.79,1,363,8,
1456731373028508484,Luxury Zurich Central appartment,211550491,Maksim,Kreis 4,Langstrasse,47.377520477914544,8.522295915344221,Entire home/apt,147,2,1,2025-07-15,0.39,1,90,1,
1456980378134428268,Rustic lakeside gem with Panorama,222572545,Gergo,Kreis 8,Seefeld,47.3526889,8.5591194,Private room,200,1,0,,,1,365,0,
1457050812248646228,Zimmer im Herzen Zürichs,191567085,Kevin,Kreis 5,Escher Wyss,47.3895,8.52228,Private room,52,1,0,,,1,71,0,
1457247729959125423,"Blueground | Oerlikon, balcony, nr Zürich Zoo",434204093,Blueground,Kreis 11,Oerlikon,47.4092,8.53819,Entire home/apt,217,30,0,,,179,342,0,
1457255268594067190,"Blueground | Oerlikon, balcony, nr Zurich Zoo",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,178,30,0,,,179,304,0,
1457270394148803041,"Blueground | Oerlikon, balcony, nr Zurich Zoo",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,119,30,0,,,179,156,0,
1457270745728392903,"Blueground | Oerlikon, balcony, nr Park",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,124,30,1,2025-08-23,0.79,179,272,1,
1457307459785662501,upgrade to private rooftop flat,690511395,Holger,Kreis 1,City,47.37439832875868,8.53838901181202,Entire home/apt,160,1,2,2025-07-08,0.68,2,279,2,
1457765710250341434,Ruhige 2 ½ Z.-Whg. in Zürich 10,39425335,Tom,Kreis 10,Wipkingen,47.3949174,8.5325565,Entire home/apt,,1,3,2025-09-21,1.70,1,1,3,
1457833231317099327,Retro Suite,4218000,Friedrich,Kreis 6,Unterstrass,47.3867854778223,8.538381802774651,Entire home/apt,400,1,0,,,16,360,0,
1457846308791253425,Family Suite,4218000,Friedrich,Kreis 6,Unterstrass,47.38816703188644,8.539569350921697,Entire home/apt,568,1,0,,,16,344,0,
1457932234106422222,"Blueground | Oerlikon, balcony, nr ETH Zürich",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,119,30,1,2025-08-23,0.79,179,214,1,
1458048351654232087,Quiet Stay Near the Center,299468149,Oleksandra,Kreis 6,Unterstrass,47.38236,8.54422,Entire home/apt,,3,5,2025-08-15,2.03,1,0,5,
1458123599719185701,Job seeker space @ ETH,37419246,Dave,Kreis 11,Seebach,47.42308,8.53625,Private room,58,1,5,2025-08-10,1.85,9,361,5,
1458535029888245513,The Heart of the City,413646697,Del Vachya,Kreis 1,Lindenhof,47.3704824,8.5402836,Entire home/apt,212,2,8,2025-09-11,2.96,1,351,8,
1458569891998349279,Studio apartment close to ETH,587962567,Anastasia,Kreis 6,Oberstrass,47.39076139657208,8.545307055285138,Entire home/apt,82,3,2,2025-09-05,1.18,1,52,2,
1459235906289046972,Your Group's Home in the City – Sleeps 10 !,57029086,Stefani,Kreis 11,Seebach,47.41450469999999,8.5469274,Entire home/apt,592,2,0,,,30,365,0,
1459379126282435253,Maisonette-Wohnung in Zürich,19756338,Elisa,Kreis 4,Langstrasse,47.37772691745508,8.52874032404104,Entire home/apt,,50,0,,,1,73,0,
1459530479751645739,Cozy 2 Bed Ap. in ZH-Oerlikon,445823477,Florian,Kreis 6,Unterstrass,47.40034,8.54291,Entire home/apt,147,2,17,2025-09-26,6.14,1,279,17,
1459633194919094017,"Sunny, Spacious Room Zürich HB - Private bathroom",140953662,Lauren,Kreis 4,Langstrasse,47.3789729,8.531623399999999,Private room,116,2,6,2025-09-20,2.47,1,73,6,
1459910682827772322,City studio - Crown 43,1314526,Giancarlo,Kreis 6,Unterstrass,47.38822,8.53756,Entire home/apt,89,2,5,2025-08-23,2.00,86,0,5,
1460178381041515283,Calm place to be in Zürich,37419246,Dave,Kreis 11,Seebach,47.42378,8.53636,Private room,62,1,3,2025-07-18,1.11,9,364,3,
1460243331987956624,Home Away Home A & View,394242499,Mia,Kreis 4,Langstrasse,47.37842,8.52528,Entire home/apt,156,2,9,2025-09-12,4.66,3,14,9,
1460270021435891560,Tomatina,246220272,Sarah,Kreis 4,Hard,47.381466137734954,8.503602116559586,Entire home/apt,,4,1,2025-08-08,0.57,1,0,1,
1460682005719730691,B1r Studio,18715465,Joy,Kreis 8,Weinegg,47.362279298137395,8.558290857672137,Entire home/apt,117,2,6,2025-09-26,3.67,10,260,6,
1460775012460482964,Schönes Apartment in top Lage. Minimum 10 Nächte.,129410083,Philipp Christian,Kreis 7,Fluntern,47.3793706,8.5661409,Entire home/apt,86,10,0,,,1,361,0,
1461990956870278610,Paradise City 17,37419246,Dave,Kreis 11,Seebach,47.4240712,8.536818799999999,Private room,56,1,3,2025-08-30,1.23,9,365,3,
1462000739873454826,Paradise City 27,37419246,Dave,Kreis 11,Seebach,47.4240712,8.536818799999999,Private room,58,1,2,2025-08-24,1.28,9,365,2,
1462010067974638078,Paradise City 37,37419246,Dave,Kreis 11,Seebach,47.422973949641566,8.537926071097836,Private room,58,1,3,2025-09-04,1.15,9,364,3,
1462140973179243240,Wunderschöne Altbauwohnung,236367188,Livio,Kreis 4,Langstrasse,47.377922075448105,8.529745746053287,Entire home/apt,190,3,3,2025-09-25,3,1,86,3,
1462873765312838928,NEW: Big apartment in a trendy aerea !  (N1),13570663,Christian Robert,Kreis 5,Gewerbeschule,47.38461219812182,8.527810103781716,Entire home/apt,181,4,4,2025-09-22,2.93,45,309,4,
1463128967485703008,Central & vintage for solo/ duo travelers,67762146,Elizaveta,Kreis 6,Unterstrass,47.39122,8.54102,Private room,,1,10,2025-09-20,5.88,1,0,10,
1463181346401487952,paradise city 73,37419246,Dave,Kreis 11,Seebach,47.4244782,8.5360333,Private room,61,1,2,2025-07-27,0.83,9,365,2,
1463525482963171008,Happy Place in Altstetten,112523068,Yanik,Kreis 9,Altstetten,47.38955,8.4941,Entire home/apt,193,1,0,,,1,269,0,
1463587595236252873,Apto en el centro de Zúrich,46484095,Dayana,Kreis 4,Hard,47.38298,8.5122,Entire home/apt,202,1,0,,,1,79,0,
1463881705243162367,Studio walking distance from ETH,222814543,Haoran,Kreis 6,Oberstrass,47.38337,8.54819,Entire home/apt,,2,1,2025-08-09,0.58,13,0,1,
1463991191996958867,Comfty 1‑BR w/ Big Balcony and 4 min train to HB,7718832,Patrick,Kreis 3,Alt-Wiedikon,47.3632,8.51903,Entire home/apt,177,1,0,,,1,365,0,
1464393751697114638,Neugasse | City Center Micro Apt. | 12,659352799,Nicole,Kreis 5,Gewerbeschule,47.3825442,8.5300482,Entire home/apt,87,1,10,2025-09-14,4.84,11,293,10,
1464993571844832502,Lovely Old Town Flat in Center,35801189,Stephan,Kreis 1,Rathaus,47.37355,8.54399,Entire home/apt,,2,1,2025-07-20,0.42,1,0,1,
1464999365309921657,Neugasse | City Center Micro Apt.| 21,659352799,Nicole,Kreis 5,Gewerbeschule,47.3825442,8.5300482,Entire home/apt,82,1,12,2025-09-21,5.63,11,288,12,
1465039077169169690,"Blueground | Seebach, balcony, nr Zürich Zoo",434204093,Blueground,Kreis 11,Seebach,47.41640719999999,8.5494077,Entire home/apt,154,30,0,,,179,60,0,
1465039398864442507,"Blueground | Seebach, view, nr Zurich Zoo",434204093,Blueground,Kreis 11,Seebach,47.41640719999999,8.5494077,Entire home/apt,164,30,0,,,179,0,0,
1465239712197184573,AAA|Centra|RiversidePenthouse|W/Balcony&WaterView,520530873,Nora,Kreis 1,Rathaus,47.375617994236485,8.544180249790006,Entire home/apt,630,2,9,2025-09-18,4.15,10,57,9,
1465869572865915820,"Blueground | Oerlikon, balcony, nr park",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,124,30,0,,,179,332,0,
1465877131277174466,"Blueground | Oerlikon, balcony, nr ETH Zürich",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,135,30,0,,,179,303,0,
1465905783306529647,"Blueground | Oerlikon, balcony, nr Zurich Zoo",434204093,Blueground,Kreis 11,Oerlikon,47.4091958,8.5381854,Entire home/apt,149,30,0,,,179,29,0,
1466227069943518369,Josefstrasse Room 1 Interim Homes Zürich,581481684,Guido,Kreis 5,Gewerbeschule,47.38156,8.53403,Private room,49,30,1,2025-09-11,1,80,50,1,
1466227392928095718,Josefstrasse Room 2 Interim Homes Zürich,581481684,Guido,Kreis 5,Gewerbeschule,47.38095,8.53428,Private room,49,30,0,,,80,111,0,
1466227654585520843,Josefstrasse Room 3 Interim Homes Zürich,581481684,Guido,Kreis 5,Gewerbeschule,47.38218,8.5346,Private room,49,30,0,,,80,155,0,
1466459973513429892,Marco’s guests,503340705,Márk,Kreis 8,Seefeld,47.3526889,8.5591194,Private room,127,1,2,2025-09-07,1.18,1,365,2,
1466633392493480009,Gentle Retreat Suite with Stunning Views,679556332,Jaybees,Kreis 3,Alt-Wiedikon,47.36818,8.51976,Entire home/apt,101,1,16,2025-09-23,7.27,7,357,16,
1466840353576347438,Panorama pur! Traumzimmer!,24105008,Bonaventura,Kreis 3,Friesenberg,47.3477475,8.4947217,Private room,62,1,18,2025-09-24,8.31,2,316,18,
1467211819473297353,Sea Breeze – Grand 3-Zimmer Serviced Apartment,64319858,Michael,Kreis 8,Mühlebach,47.355753310870995,8.55858537821085,Entire home/apt,300,1,0,,,1,365,0,
1467216167449865862,El lugar ideal,12888535,A,Kreis 5,Gewerbeschule,47.38393837718226,8.528874487757239,Entire home/apt,176,4,0,,,3,363,0,
1467305945492729018,Urban chic room for rent,29999669,Jennifer Marie,Kreis 2,Enge,47.35242329295452,8.527438486508169,Private room,91,1,6,2025-09-20,2.90,1,264,6,
1467341751890018668,"Blueground | Altstetten, 2 min walk to market",434204093,Blueground,Kreis 9,Altstetten,47.38531769999999,8.4938127,Entire home/apt,,30,0,,,179,0,0,
1467371960946489840,"Blueground | Saatlen, balcony, nr Zürich Zoo",434204093,Blueground,Kreis 12,Saatlen,47.4147328,8.5685535,Entire home/apt,173,30,0,,,179,213,0,
1468002432951807804,3 room flat 15 min from HB,295276700,Jekatěrina,Kreis 2,Wollishofen,47.34142074281842,8.52764038301523,Entire home/apt,101,3,0,,,1,47,0,
1468087162352243641,"Blueground | Saatlen, balcony, nr Stadtpark",434204093,Blueground,Kreis 12,Saatlen,47.4147328,8.5685535,Entire home/apt,238,30,0,,,179,29,0,
1469498928448852768,Stylisches Duplex Apartment/Mit Garten/2Smart TVs/,705887987,Tamara,Kreis 4,Werd,47.373755739466716,8.52529875934124,Entire home/apt,187,1,30,2025-09-28,13.43,1,298,30,
1470150261836307367,"Blueground | Saatlen, balcony, nr Zurich Zoo",434204093,Blueground,Kreis 12,Saatlen,47.4147328,8.5685535,Entire home/apt,195,30,0,,,179,182,0,
1470171252459092699,Zürich Central Business Alcove - Rare Opportunity!,2709967,Stephanie,Kreis 6,Unterstrass,47.38503821161592,8.537820850262454,Entire home/apt,146,6,0,,,1,134,0,
1470347095104892901,NEW - Zürich stylish Hotspot: 1BR,75259709,Maria Dolores,Kreis 4,Langstrasse,47.37705706505163,8.528233009004406,Entire home/apt,90,2,12,2025-09-24,7.06,1,19,12,
1470763088671578912,1Z-Whg im Herzen von Kreis 3,294066050,Vika,Kreis 3,Sihlfeld,47.37533846412187,8.515111624098841,Entire home/apt,83,2,15,2025-09-20,6.62,1,111,15,
1470803113801250332,Your Cozy 2-Bedroom Home Away from Home,1229459,Swissstay,Kreis 11,Seebach,47.42450549454795,8.53581546065632,Entire home/apt,116,1,0,,,100,175,0,
1470812136903006511,The Ideal 2BR Stay – Just What You Need,1229459,Swissstay,Kreis 11,Seebach,47.42450060793729,8.536895702085983,Entire home/apt,127,1,0,,,100,363,0,
1470812835341038208,Comfortable Living in a 3-Bedroom Space,1229459,Swissstay,Kreis 11,Seebach,47.42422,8.53541,Entire home/apt,147,1,1,2025-07-25,0.45,100,365,1,
1470813741153144393,Basic Comforts for Your Stay,1229459,Swissstay,Kreis 11,Seebach,47.425321143381076,8.536090613790158,Entire home/apt,117,1,3,2025-08-13,1.58,100,171,3,
1471011903253430592,Comfortable 1BR flat / great location - Baron 24,1314526,Giancarlo,Kreis 8,Mühlebach,47.35551,8.55817,Entire home/apt,165,2,2,2025-09-08,2,86,0,2,
1471305853493289004,1.5-room furnished apartment,189597002,Giuseppe,Kreis 11,Oerlikon,47.4125721,8.5447589,Entire home/apt,,20,1,2025-09-07,1,1,0,1,
1471774162068616739,Central & quiet oasis in Zurich (1st floor),99528438,Marco,Kreis 6,Unterstrass,47.3976,8.54204,Entire home/apt,111,2,8,2025-09-14,4.00,2,51,8,
1472315143436534705,Seefeld Luxury Living | 1-BR Serviced Apartment,83271512,José-Luis,Kreis 8,Mühlebach,47.36246,8.55114,Entire home/apt,389,1,0,,,23,271,0,
1472337566868502104,Charming Retreat | 2-BR Serviced Apartment,83271512,José-Luis,Kreis 8,Mühlebach,47.35438,8.55967,Entire home/apt,294,2,0,,,23,333,0,
1472339626663115380,Jugendstilhaus. Grün. Zentral,709317274,Helena,Kreis 9,Albisrieden,47.36739,8.49002,Entire home/apt,162,1,4,2025-09-22,2.35,2,364,4,
1472374195034398259,Welcome to Wollywood | 2-BR Serviced Apartment,83271512,José-Luis,Kreis 2,Wollishofen,47.34733,8.53121,Entire home/apt,392,60,0,,,23,365,0,
1472496011020087035,Charmant appartement in Zurich,198241210,Alexandre,Kreis 3,Sihlfeld,47.37171,8.51613,Entire home/apt,156,2,8,2025-09-18,3.75,1,69,8,
1472619017929763254,"Blueground | Affoltern, balcony, nr Uetliberg",434204093,Blueground,Kreis 11,Affoltern,47.41458979999999,8.5125107,Entire home/apt,110,30,0,,,179,266,0,
1472631943625964869,Zürich CityLife Apartment,394242499,Mia,Kreis 4,Langstrasse,47.3788667565266,8.525289618607493,Entire home/apt,159,2,4,2025-09-13,2.73,3,65,4,
1472649068821428165,Spacious & Central Apartment Hottingen,142787918,Giorgio,Kreis 7,Hottingen,47.3714974,8.562346699999999,Entire home/apt,,4,1,2025-08-11,0.60,2,335,1,
1472956861530380183,"Basic room in cozy 3 room
flat",42060229,Ari,Kreis 3,Sihlfeld,47.37816,8.50603,Private room,72,2,3,2025-09-21,2.43,1,94,3,
1473006173228298393,Cozy Rooftop Studio in Zürich,160459851,Claudia,Kreis 3,Alt-Wiedikon,47.369832,8.5184801,Entire home/apt,146,1,0,,,1,93,0,
1473734978652565023,"Relaxing, Central city, Parking",135958025,Chris,Kreis 8,Mühlebach,47.36117,8.55615,Private room,96,1,0,,,7,365,0,
1473773919956770229,Central & quiet oasis in Zurich (top floor),99528438,Marco,Kreis 6,Unterstrass,47.39873,8.54161,Entire home/apt,102,2,6,2025-09-04,2.90,2,37,6,
1473902781183181328,paradise home 74,37419246,Dave,Kreis 11,Seebach,47.4240712,8.536818799999999,Private room,59,1,0,,,9,365,0,
1473929146732207695,Stadt Zürich-kleines Appartement,19610180,Rossana,Kreis 4,Hard,47.381059234160574,8.506139845898204,Entire home/apt,,80,0,,,19,0,0,
1474004931689100433,Cozy Studio Fiorellina,371008290,Sonia,Kreis 6,Unterstrass,47.395090258592205,8.545027493254098,Entire home/apt,103,1,0,,,13,12,0,
1474034727792503178,Economy Double room Zürich center,544455683,Zafer,Kreis 4,Langstrasse,47.37880935410221,8.52694743022461,Private room,,1,2,2025-09-18,1.28,2,362,2,
1474047483610667019,Central & Spacious Room Zurich,37860442,Claudine,Kreis 2,Enge,47.36653620898675,8.532358971166582,Private room,94,7,0,,,1,363,0,
1474568611289543293,Penthouse in Zürich City,2429715,Lea,Kreis 5,Escher Wyss,47.38859,8.51357,Private room,136,1,0,,,1,362,0,
