id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
73282,"Clean, central, quiet",377532,Simona,Kreis 3,Sihlfeld,47.37167,8.51948,Entire home/apt,,1125,47,2019-04-27,0.29,1,358,0,
143821,LOFT on 2 floors in Sihlcity Zürich,697307,Erhan,Kreis 3,Alt-Wiedikon,47.35761,8.52131,Entire home/apt,232,3,0,,,1,269,0,
178448,"a lovely place, top location",854016,Delphine,Kreis 2,Enge,47.36514,8.52615,Private room,48,5,9,2016-05-10,0.05,1,92,0,
227039,*Luxury Penthouse in the heart of trendy Zurich*,1184427,Lucas,Kreis 5,Escher Wyss,47.38942,8.51881,Entire home/apt,501,4,31,2023-08-22,0.18,1,280,0,
283737,Best Location in Zurich Oldtown,1477771,Nuria,Kreis 1,Rathaus,47.37372,8.54452,Entire home/apt,160,4,383,2025-09-08,2.30,3,13,21,
292351,120 sqM - 3 bedrooms + lounge in central Zurich,1513739,Anil,Kreis 4,Hard,47.38066,8.50657,Entire home/apt,,5,11,2024-08-11,0.12,1,0,0,
310964,Large Apartment - Center of Zurich,1266114,Kim,Kreis 1,Hochschulen,47.36713,8.54868,Entire home/apt,360,7,13,2019-01-06,0.08,1,28,0,
577683,Garden Apartment in Zurich West with private Gym,1240329,Claudio,Kreis 10,Höngg,47.4049,8.49555,Entire home/apt,238,5,7,2021-07-03,0.04,1,232,0,
610348,"Duplex  Flat, 120 m2 7-8  persons",3026473,Leandra,Kreis 11,Oerlikon,47.40703,8.55232,Entire home/apt,227,5,162,2025-09-05,1.02,2,311,15,
620130,NB1: Charming 2-room apartment,3072679,Felix,Kreis 10,Wipkingen,47.39278,8.53,Entire home/apt,185,3,25,2020-02-08,0.22,5,357,0,
706972,NB2: good value 1-room apartment,3072679,Felix,Kreis 10,Wipkingen,47.39229,8.52951,Entire home/apt,134,3,8,2020-03-17,0.07,5,242,0,
706997,NB3: Beautiful 2-bedroom apartment,3072679,Felix,Kreis 10,Wipkingen,47.39364,8.5285,Entire home/apt,165,3,12,2019-05-31,0.08,5,365,0,
743035,Unique Home in the midst of Nature near Zuerich,3891818,Jacqueline,Kreis 3,Friesenberg,47.35491,8.48682,Entire home/apt,250,2,110,2025-08-10,0.74,1,159,2,
815055,Quiet room in Zürich 5min to center,3693420,Nathalie,Kreis 2,Wollishofen,47.3366,8.53388,Private room,99,1,82,2023-07-03,0.54,1,90,0,
816887,Panoramic Views over Lake Zurich,1155866,Ysabel,Kreis 2,Wollishofen,47.335713,8.542109,Private room,124,2,43,2025-09-01,0.30,1,161,5,
898829,Top modernes Gästezimmer in Zürich Seebach,4797927,Pietro,Kreis 11,Seebach,47.42659,8.546569,Private room,54,1,347,2025-09-17,2.28,1,0,21,
946104,Cozy 3- room apartment in Zürich center,5126683,Wolfgang,Kreis 3,Alt-Wiedikon,47.36516,8.51941,Entire home/apt,150,5,327,2025-09-10,2.14,1,166,1,
1002219,"Very central, large and luxurios",5441735,Alain,Kreis 7,Hottingen,47.37082,8.55081,Entire home/apt,,7,9,2019-07-27,0.06,1,0,0,
1028631,"Architect’s loft seen in magazines, Zurich center.",1145413,Jurgita,Kreis 4,Werd,47.37362,8.5233,Entire home/apt,418,4,96,2025-08-31,0.63,1,259,5,
1358424,2.5 room (68m2) Rooftop Attic with lake view,1951513,Denise,Kreis 8,Mühlebach,47.3644,8.54925,Entire home/apt,,12,0,,,1,0,0,
1528138,Modern Appartement with own Garden,8152499,Fredy,Kreis 6,Unterstrass,47.39393,8.53442,Entire home/apt,117,3,75,2021-08-01,0.51,1,151,0,
1566319,Big terrace apartment close to Tiefenbrunen,7090119,Raichvarg,Kreis 8,Weinegg,47.35106,8.56784,Entire home/apt,270,5,2,2022-08-04,0.05,1,173,0,
1599790,room in a penthouse in Zurich,8527761,Ben,Kreis 11,Oerlikon,47.40808,8.55491,Private room,158,1,6,2019-07-04,0.04,1,365,0,
1637876,Spacious room near center and university,1275222,Yvonne,Kreis 7,Fluntern,47.38175,8.55171,Private room,84,2,596,2025-09-14,4.07,1,109,41,
1638930,Private room in center of Zurich,8699600,Ivo,Kreis 5,Gewerbeschule,47.38279,8.532,Private room,,1,295,2024-01-06,2.01,1,0,0,
1738497,Full apt.  in most vibrant hood,9155256,Marcin Jakub,Kreis 4,Langstrasse,47.3809224,8.526627699999999,Entire home/apt,87,7,0,,,1,271,0,
1834747,Bedroom with double bed in a shared central apt,3387271,Rakesh,Kreis 1,Lindenhof,47.37313,8.53899,Private room,93,2,53,2025-08-30,0.38,1,6,8,
1859135,Wohnung in bester Lage Zürich,9700015,Esther,Kreis 7,Fluntern,47.37854,8.55935,Entire home/apt,,20,0,,,1,0,0,
1876794,Modern sunny Appartment,1599948,Bernd,Kreis 7,Hottingen,47.36853,8.55149,Entire home/apt,302,1,12,2023-07-16,0.09,2,179,0,
1880893,Sunny modern penthouse close to Bellevue/Lake,1599948,Bernd,Kreis 1,Hochschulen,47.36701,8.54944,Entire home/apt,286,1,19,2023-05-27,0.14,2,174,0,
1888122,Cozy Studio Zürich-City! Ideal for business trips,9758486,Sandy,Kreis 8,Mühlebach,47.3656,8.54874,Entire home/apt,93,7,23,2025-06-11,0.42,1,78,4,
1944658,Room in apartment of a woman only for a woman,620454,Reinhard,Kreis 6,Unterstrass,47.39289,8.53524,Private room,,7,22,2022-04-30,0.16,1,0,0,
1957786,"modern, urban & central apartment",7561419,Tobias,Kreis 4,Langstrasse,47.37733,8.53472,Entire home/apt,,21,27,2025-01-26,0.20,1,0,1,
1962016,A spacious space,9175734,Roland,Kreis 9,Altstetten,47.38122,8.49908,Private room,140,2,131,2025-08-10,0.93,1,361,3,
1982405,studio / home office  in a trendy quarter,5614354,Subas,Kreis 10,Wipkingen,47.39325,8.53188,Entire home/apt,87,26,57,2025-09-25,0.41,1,332,5,
1992345,Furnished apartment near the lake,1509492,Villa,Kreis 2,Wollishofen,47.33772,8.53953,Entire home/apt,247,5,3,2025-08-03,0.02,3,302,1,
2004128,Super central & cozy (+ family-friendly)!,8658139,Malin,Kreis 4,Werd,47.37043,8.52843,Entire home/apt,165,5,29,2023-08-09,0.20,1,112,0,
2021797,Roomy well-lit Private room Heart of Zurich,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36249,8.52253,Private room,60,1,142,2025-08-08,0.99,2,317,3,
2045519,"Groundfloor Room i/Family Home Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,47,14,94,2025-09-01,0.68,4,59,3,
2049847,"Balcony Room in FamilyHome Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36644,8.56301,Private room,50,14,107,2024-09-01,0.78,4,59,0,
2055920,Modern 5.5 Meter Celings City Center Flat!,4387358,Mo & Angelika,Kreis 5,Gewerbeschule,47.38153,8.5288,Entire home/apt,404,10,19,2025-08-16,0.14,2,269,3,
2073042,Bedroom i/Family Home ZüriHottingen,10487269,Christine,Kreis 7,Hottingen,47.36672,8.56401,Private room,50,7,64,2025-09-10,0.45,4,54,3,
2082084,Basic Well-lit Private Room Heart of Zurich,10379615,Josh,Kreis 3,Alt-Wiedikon,47.36431,8.52174,Private room,60,1,136,2025-08-01,0.96,2,195,5,
2470664,"Old-town, cozy 2 rooms flat, fully furnished",10651736,Alberto,Kreis 1,Rathaus,47.37452,8.54549,Entire home/apt,99,20,56,2025-08-11,0.40,2,319,1,
2579889,Mi Casa es su Casa,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36347,8.51845,Entire home/apt,119,1,687,2025-09-13,4.93,3,199,40,
2668952,Studio mit absoluter Traumaussicht (51),13570663,Christian Robert,Kreis 1,Lindenhof,47.37554,8.54207,Entire home/apt,130,3,511,2025-09-12,3.76,45,320,56,
2679799,Discover Zürich & relax comfortably,8061776,Salvia,Kreis 2,Wollishofen,47.3367,8.53347,Private room,67,2,180,2025-05-01,1.29,3,4,23,
2759581,Old-town 2 room flat with river view,10651736,Alberto,Kreis 1,Rathaus,47.37569,8.54465,Entire home/apt,101,20,61,2025-08-30,0.45,2,311,12,
2785626,Panoramic View of Zurich with 30sqm Terrace,10250756,Julie,Kreis 5,Escher Wyss,47.39022,8.51972,Entire home/apt,,5,52,2025-06-29,0.39,1,0,3,
2836559,Apartment in best location!,7014021,Jonathan,Kreis 1,Lindenhof,47.37274,8.54002,Entire home/apt,680,3,80,2025-09-14,0.58,1,101,3,
2869081,Letzigrund Blue 4 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,104,1,19,2025-09-09,0.15,98,242,1,
2869105,Letzigrund Green 4 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,104,1,15,2025-06-03,0.12,98,60,1,
2869130,Letzigrund Yellow 5 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38644,8.50317,Entire home/apt,107,1,6,2019-08-03,0.04,98,325,0,
2920505,"Studio ""Doerfli 1"" in the heart of Zurich",12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,144,1,31,2024-11-08,0.24,98,315,1,
2920543,"Apartment ""Doerfli 3"" in the Old Town",12886487,Stephanie,Kreis 1,Rathaus,47.37505,8.54372,Entire home/apt,139,1,48,2025-05-15,0.35,98,312,5,
2920590,ZH Bellevue 3 - HITrental Apartment Zürich,12886487,Stephanie,Kreis 8,Mühlebach,47.36427,8.54935,Entire home/apt,140,1,83,2025-08-07,0.64,98,287,9,
2920698,3 room apartment in a historic old town,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,140,1,212,2025-08-26,1.57,98,334,34,
2920742,Gasse 3 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,134,1,52,2025-09-09,0.39,98,305,4,
2920780,Hof 2 - Charming 1 room Studio,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,135,1,49,2025-03-20,0.37,98,321,6,
2920806,Gasse 2 - Charming 1 room apartment,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,139,1,9,2025-09-22,0.08,98,313,2,
2962635,Hof 3 - Charming 1 room Studio,12886487,Stephanie,Kreis 1,Rathaus,47.37468,8.54342,Entire home/apt,134,1,30,2025-07-16,0.23,98,280,3,
2986553,Beautiful flat close to lake and center,15228741,Anna,Kreis 7,Hirslanden,47.36080721045092,8.56742346669014,Entire home/apt,,3,50,2025-09-14,0.40,1,0,3,
3209659,"Stadt Zürich , freundliches Zimmer (3)",19610180,Rossana,Kreis 9,Altstetten,47.3804,8.48076,Private room,55,30,33,2024-09-27,0.27,19,352,0,
3470221,"Studio Penthouse Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35697,8.55664,Entire home/apt,187,3,4,2023-12-15,0.03,23,61,0,
3470708,"1-Bedroom Apartment Suite, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35703,8.5567,Entire home/apt,238,3,11,2024-08-15,0.09,23,62,0,
3483175,"2-Bedroom Family Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.5566,Entire home/apt,353,3,28,2022-08-30,0.21,23,62,0,
3487718,"1-Bedroom Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,217,3,11,2022-11-15,0.08,23,33,0,
3631629,Central location next to the lake 2 room flat,18306611,Natalia,Kreis 8,Mühlebach,47.36455,8.54903,Entire home/apt,,7,57,2025-06-23,0.42,1,0,5,
3673115,Living in the heart of Zürich.,6225442,Gian,Kreis 4,Langstrasse,47.37551,8.53039,Private room,,20,7,2019-11-10,0.05,1,0,0,
3680581,Bright Airy Apt on Lake Zurich,4800368,Lizanne,Kreis 8,Seefeld,47.35603,8.55208,Entire home/apt,,2,25,2023-07-03,0.18,1,364,0,
3681861,A 1re 2 bedroom Zürich downtown,18715465,Joy,Kreis 7,Hottingen,47.36946,8.55693,Entire home/apt,,2,59,2025-07-30,0.46,10,12,6,
3682024,"A 3re, 2 bed room Zürich downtown",18715465,Joy,Kreis 7,Hottingen,47.36947,8.5569,Entire home/apt,172,3,72,2025-09-18,0.57,10,74,13,
3682156,A 4re-2BR cozy city roof ap.,18715465,Joy,Kreis 7,Hottingen,47.36938,8.55729,Entire home/apt,185,2,105,2025-09-21,0.80,10,34,22,
3682204,A4li  2 Bedroom Zürich Downtown,18715465,Joy,Kreis 7,Hottingen,47.37066,8.55775,Entire home/apt,191,2,14,2025-09-20,0.16,10,4,6,
3683319,B4l - 3bedroom in the heart of Zurich,18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,339,2,108,2025-06-18,0.85,10,85,3,
3813905,Stadt Zürich-kleines Studio,19610180,Rossana,Kreis 9,Altstetten,47.38055,8.48124,Entire home/apt,79,1,516,2025-09-12,4.15,19,308,59,
3814983,BEG 3 bedroom 8008 Zürich-downtown,18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,276,2,106,2025-09-23,0.79,10,86,19,
3857206,Stylish apartment in the centre of Zurich.,19898314,Katarína,Kreis 3,Alt-Wiedikon,47.36723,8.51917,Entire home/apt,135,5,15,2023-06-18,0.19,3,351,0,
3872298,beautiful luxury apartment...,20002991,Mars,Kreis 9,Altstetten,47.38965,8.49178,Entire home/apt,95,20,63,2025-08-16,0.47,1,272,2,
3890636,Stadt Zürich -Studio beim Albisriederplatz 4507,19610180,Rossana,Kreis 4,Hard,47.37997,8.50702,Entire home/apt,95,1,635,2025-08-03,4.70,19,358,26,
3941358,Trendy Studio at the best area !,13570663,Christian Robert,Kreis 8,Mühlebach,47.36365,8.54939,Entire home/apt,155,4,144,2025-09-07,1.07,45,182,13,
4145732,"Stadt Zürich-4101 helles Studio,Albisriederplatz",19610180,Rossana,Kreis 4,Hard,47.3800028,8.507072100000002,Entire home/apt,89,1,269,2025-08-25,2.05,19,262,25,
4195239,"Studio Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,117,3,38,2025-09-20,0.30,23,37,2,
4201898,"2-Bedroom Family Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.36051,8.5649,Entire home/apt,309,3,44,2023-12-15,0.35,23,62,0,
4202724,"Studio Apartment, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,190,3,8,2021-11-14,0.06,23,48,0,
4222482,"1-Bedroom Apartment Suite, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,,2,7,2025-09-12,0.05,23,53,2,
4222657,"2-Bedroom Family Apartment, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,380,2,31,2024-12-25,0.24,23,59,1,
4222997,"1-Bedroom Apartment, Nordstrasse",17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,208,2,18,2025-09-14,0.14,23,49,3,
4246456,Mini-Musiker-Zimmer,21714165,Katie,Kreis 1,Rathaus,47.37136,8.54351,Private room,59,1,1383,2025-09-27,10.67,4,55,160,
4281532,"1-Bedroom Apartment Suite, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,229,2,5,2024-12-29,0.04,23,8,1,
4290893,"1-Bedroom Apartment, Nordstrasse",17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,,3,8,2025-08-29,0.06,23,55,2,
4298448,Central to lake and train station,9068489,Duygu,Kreis 7,Hottingen,47.37379,8.56275,Private room,143,2,31,2025-07-16,0.24,2,365,3,
4298896,"Central garden flat, 3 bedrooms",9068489,Duygu,Kreis 7,Hottingen,47.37474,8.56254,Private room,,3,2,2024-07-10,0.13,2,269,0,
4315829,Double bed room 2 Top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.35655,8.59939,Private room,76,2,93,2025-09-05,0.75,2,316,11,
4368558,Modern spacious apartment,17455976,Simon,Kreis 4,Hard,47.38095,8.50514,Entire home/apt,101,100,2,2015-05-23,0.02,1,365,0,
4381761,Style&Large @Hip-Party-Area with HomeCinema.,1926619,Stefan,Kreis 4,Langstrasse,47.3767,8.52546,Entire home/apt,999,1,74,2025-08-06,0.72,1,334,7,
4413887,Zurich apartment,22911763,Greg,Kreis 8,Seefeld,47.36035,8.54788,Entire home/apt,,2,3,2015-03-06,0.02,1,0,0,
4425760,"Spacious, centrally located flat",2963607,Sandra,Kreis 6,Unterstrass,47.3901,8.53958,Entire home/apt,163,7,54,2025-08-12,0.41,1,8,9,
4460481,Cozy room & Sunny balcony in Zurich,12051025,Churyon,Kreis 9,Altstetten,47.38904,8.48716,Private room,,3,125,2025-06-04,1.04,1,0,3,
4544512,1BR executive apartment Mainau 5,23561865,Dimi,Kreis 8,Seefeld,47.36025,8.54922,Entire home/apt,137,2,89,2025-07-14,0.70,133,45,20,
4666089,Modern & cosy room in the city center,2598633,Antonio,Kreis 5,Gewerbeschule,47.38573,8.52743,Private room,191,1,0,,,1,88,0,
4666318,"Bright and charming, in Zürich",3477312,Gisela,Kreis 3,Alt-Wiedikon,47.35997772216797,8.522051811218262,Entire home/apt,230,6,49,2025-08-30,0.39,1,204,4,
4748384,"1 Bedroom Serviced Apartment, Unterstrass",24506494,EMA House,Kreis 6,Unterstrass,47.38417,8.54212,Entire home/apt,285,2,24,2025-09-12,0.22,19,297,9,
4796892,Musiker-Unterkunft,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Private room,63,1,1201,2025-09-26,9.16,4,2,123,
4797373,Wirtewohnung,21714165,Katie,Kreis 1,Rathaus,47.3714,8.54349,Entire home/apt,182,1,548,2025-09-24,4.17,4,72,82,
4850468,Cosy 3.5 room apartment in Zurich,720175,Patrick,Kreis 11,Seebach,47.42615,8.54844,Entire home/apt,,5,1,2021-10-03,0.02,1,0,0,
4921250,charming flat in excellent location,25347589,Patricia,Kreis 6,Unterstrass,47.38637,8.54343,Entire home/apt,195,3,93,2025-08-10,0.73,1,10,6,
5000434,fully furnished flat / nearby ETH + Airport + City,7926514,Ruben,Kreis 11,Affoltern,47.41972,8.51008,Entire home/apt,65,10,39,2024-12-20,0.31,1,245,2,
5055921,3BR city flat near Bellevue! SF6,23561865,Dimi,Kreis 8,Seefeld,47.36398,8.54873,Entire home/apt,293,2,117,2025-09-14,0.93,133,60,27,
5081849,"Neues, zentral gelegenes Studio mit Küche & Dusche",3595908,Peter,Kreis 4,Langstrasse,47.3797,8.53599,Entire home/apt,109,4,40,2025-09-10,0.90,1,137,6,
5168505,Double room 1 Top of Zurich,22404783,Silvia,Kreis 7,Witikon,47.35687,8.59781,Private room,76,2,194,2025-09-04,1.51,2,308,16,
5208392,"1-Bedroom Apartment, Nordstrasse",17484617,Marie,Kreis 6,Unterstrass,47.38368,8.53995,Entire home/apt,217,2,8,2025-06-07,0.07,23,26,1,
5209282,Charming studio / old town UZ12,23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,104,2,222,2025-09-24,1.72,133,59,18,
5210463,"1-Bedroom Apartment Suite, Lindenstrasse",17484617,Marie,Kreis 8,Seefeld,47.35784,8.553,Entire home/apt,226,3,3,2019-09-08,0.03,23,0,0,
5267443,Family apartment in Zurich,3845079,Tilke,Kreis 4,Werd,47.37013,8.5263,Entire home/apt,,5,28,2025-08-15,0.23,1,0,3,
5349018,"1-Bedroom Apartment Suite, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,221,3,1,2016-10-19,0.01,23,29,0,
5349345,"1-Bedroom Apartment, Kieselgasse",17484617,Marie,Kreis 8,Mühlebach,47.35578,8.55666,Entire home/apt,200,3,3,2023-06-30,0.08,23,14,0,
5350564,"Studio Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.3605,8.56529,Entire home/apt,136,2,16,2022-12-05,0.13,23,47,0,
5350881,"Studio Apartment, Forchstrasse",17484617,Marie,Kreis 7,Hirslanden,47.3605,8.56529,Entire home/apt,115,3,16,2020-01-06,0.13,23,0,0,
5352022,Schöne Wohnung in Zürich,12980091,Fabienne,Kreis 10,Höngg,47.40583,8.47929,Entire home/apt,,7,0,,,1,0,0,
5378507,Private room in Oerlikon,18128386,Alessandro,Kreis 11,Oerlikon,47.41072,8.54479,Private room,57,7,0,,,1,86,0,
5483148,Living & Homeoffice with absolutely dream views !,13570663,Christian Robert,Kreis 1,Rathaus,47.37382,8.54228,Entire home/apt,100,3,474,2025-09-05,3.70,45,346,35,
5553853,Charmin Studio / old town UZ9,23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,130,2,109,2025-09-14,0.86,133,5,6,
5609431,Cosy und ruhig,5247348,Cathy,Kreis 3,Alt-Wiedikon,47.36911,8.5086,Private room,,2,31,2023-08-27,0.25,1,0,0,
5687423,Great 2BR flat in the old town - Niederdorf,23561865,Dimi,Kreis 1,Rathaus,47.37286,8.54384,Entire home/apt,264,2,255,2025-08-22,2.26,133,46,24,
5744466,"3,5r family flat &practical located",8287735,Fuwa,Kreis 11,Seebach,47.41815,8.55864,Entire home/apt,140,3,164,2025-09-21,1.30,1,314,28,
6007128,"Sofa bed. Quiet, Safe, Clean",1371406,Jens,Kreis 11,Oerlikon,47.40464,8.55428,Private room,,2,94,2024-08-14,0.74,2,0,0,
6080762,"Charming, green & very close 2 city",22600456,Jana,Kreis 12,Hirzenbach,47.39872,8.58788,Entire home/apt,107,2,14,2019-07-28,0.11,1,28,0,
6099740,1BR apartment close to Bellevue (SF7),23561865,Dimi,Kreis 8,Mühlebach,47.36249,8.55061,Entire home/apt,162,2,108,2025-08-06,0.85,133,43,9,
6203434,Charmin Studio / old town UZ8,23561865,Dimi,Kreis 1,Rathaus,47.37079,8.54595,Entire home/apt,103,2,191,2025-01-26,1.54,133,0,4,
6293591,Cozy Studio for 3 with Roof terrace!,75558392,Filipa,Kreis 3,Alt-Wiedikon,47.36706,8.51947,Entire home/apt,115,1,522,2025-09-22,4.16,3,190,36,
6311102,Charming Studio in the old town - UZ15,23561865,Dimi,Kreis 1,Rathaus,47.371803283691406,8.545409202575684,Entire home/apt,159,2,33,2025-09-13,0.26,133,26,6,
6473595,"B2l - 3BR, castle Neumuenster, 8008 ZH",18715465,Joy,Kreis 8,Weinegg,47.36231,8.55827,Entire home/apt,296,7,59,2025-08-24,0.52,10,89,1,
6590086,einfaches Zimmer 1 Person / bei Anfrage 2,34472084,Räto,Kreis 9,Altstetten,47.38529,8.48208,Private room,,1,1,2024-07-11,0.07,1,0,0,
6669104,Exclusive Loft in Seefeld (Mühle),23561865,Dimi,Kreis 8,Mühlebach,47.35172,8.56133,Entire home/apt,150,3,55,2025-09-07,0.45,133,42,14,
6752793,Near University and ETH,24506658,Anka,Kreis 7,Fluntern,47.37905,8.55564,Private room,90,1,181,2025-04-17,1.45,1,86,14,
6857376,Attic Apartment Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37792,8.51425,Entire home/apt,153,1,532,2025-09-14,5.57,11,10,54,
6858968,Cosy flat with home-office  in charming Seefeld,773469,Cécile,Kreis 8,Mühlebach,47.36555,8.54881,Entire home/apt,200,4,20,2025-07-23,0.16,1,359,3,
6862908,Maisonette flat / old town (UZ10),23561865,Dimi,Kreis 1,Rathaus,47.37285,8.54585,Entire home/apt,341,2,154,2025-07-22,1.54,133,46,23,
6996487,Comfortable Room in a Shared House,36591564,Daniela,Kreis 6,Oberstrass,47.39312,8.55122,Private room,547,3,0,,,1,365,0,
7232723,Luxury Apartment w Roof Top Terrace,5470758,Brankica,Kreis 1,Hochschulen,47.37789,8.54338,Entire home/apt,350,3,9,2018-08-17,0.07,1,358,0,
7351146,Zentrale 1 Zimmer Whg mit Gartensitzplatz,10219462,Annika Selma,Kreis 6,Unterstrass,47.39371,8.53636,Entire home/apt,72,5,9,2025-08-20,0.07,1,74,1,
7551201,Cosy place with spacious terrace,4895760,Johannes,Kreis 8,Mühlebach,47.35355,8.55998,Entire home/apt,,2,192,2025-09-15,1.57,1,1,14,
7589458,城市中心1号Oerlikon Bahnhof,39800475,Jun,Kreis 11,Oerlikon,47.41202,8.54668,Private room,66,1,251,2025-09-13,5.08,2,342,63,
7599396,"Big and comfortable flat, centrally located",9176822,Ferrat,Kreis 4,Hard,47.37571,8.517,Entire home/apt,198,3,13,2024-07-14,0.11,2,90,0,
7613086,苏黎世火车站2号Oerlikon  bahnhof,39800475,Jun,Kreis 11,Oerlikon,47.40874,8.54407,Private room,66,1,193,2025-09-12,1.57,2,349,29,
7646490,Brand New Cozy Loft,4387358,Mo & Angelika,Kreis 9,Altstetten,47.38479,8.49355,Entire home/apt,130,14,20,2025-08-31,0.16,2,300,2,
7673299,Stadt Zürich- freundliches Zimmer (2),19610180,Rossana,Kreis 9,Altstetten,47.38086,8.4819,Private room,49,30,75,2025-08-23,0.61,19,253,6,
7673510,Stadt Zürich-kleines Zimmer (1)  in Gästehaus,19610180,Rossana,Kreis 9,Altstetten,47.38002,8.48089,Private room,57,30,86,2025-08-30,0.70,19,333,10,
7737458,Garden Studio Apartment 2,40667302,Peter/Engin,Kreis 7,Fluntern,47.37749,8.56042,Entire home/apt,192,2,19,2023-09-30,0.16,14,259,0,
7739547,Garden Studio Apartment 1,40667302,Peter/Engin,Kreis 7,Fluntern,47.37895,8.55839,Entire home/apt,152,2,44,2024-07-19,0.36,14,363,0,
7741739,Zurlinden Studio Apartment 1,40667302,Peter/Engin,Kreis 4,Hard,47.37765,8.51169,Entire home/apt,135,2,10,2025-08-04,0.08,14,328,2,
7746167,"Big & comfi 25m2 private room, centrally located",9176822,Ferrat,Kreis 3,Sihlfeld,47.37398,8.51586,Private room,103,2,47,2025-09-28,0.39,2,180,4,
7756218,Room 4 Double room with a balcony,40667302,Peter/Engin,Kreis 7,Fluntern,47.37753,8.56021,Private room,96,1,24,2025-06-30,0.21,14,116,1,
7841685,Amazing oldtown location by Airhome,475053,Alexander Matthias,Kreis 1,Rathaus,47.37137,8.54428,Entire home/apt,296,1,119,2025-08-23,0.97,14,363,15,
8093940,Room 9  Double room on Zuriberg Toblerplatz,40667302,Peter/Engin,Kreis 7,Fluntern,47.37745,8.55867,Private room,109,2,37,2024-08-04,0.32,14,212,0,
8094116,Room 8 Double room with a view,40667302,Peter/Engin,Kreis 7,Fluntern,47.37913,8.5601,Private room,104,1,24,2025-04-17,0.22,14,0,1,
8158459,Charming Studio / Old town (UZ7),23561865,Dimi,Kreis 1,Rathaus,47.3718,8.54541,Entire home/apt,150,2,190,2025-09-05,1.56,133,57,18,
8160075,Charming flat / near lake (FB9),23561865,Dimi,Kreis 8,Seefeld,47.36215,8.54946,Entire home/apt,120,2,101,2025-09-09,0.83,133,0,3,
8169064,3.1 - Quiet Room in Penthouse Kreis 7,43111694,Georgia,Kreis 7,Witikon,47.357601,8.59931,Private room,44,28,29,2025-09-04,0.24,14,104,1,
8263299,Kreis 7 - Quiet Double Room in Penthouse,43111694,Georgia,Kreis 7,Witikon,47.357601,8.59931,Private room,51,28,7,2023-04-28,0.06,14,153,0,
8271883,"Bed. Private, Clean, Safe, Quiet",1371406,Jens,Kreis 11,Oerlikon,47.40395,8.55318,Private room,,2,149,2024-08-10,1.23,2,0,0,
8332340,Letzigrund Red 3 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,113,1,10,2025-02-11,0.09,98,283,1,
8332432,Letzigrund Yellow 4 Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38645,8.50316,Entire home/apt,107,1,0,,,98,60,0,
